departure_city,destination_city,country,date_depart,departure_time_difference,departure_status,airline,airline_type,cleaned_airline
London,Cairo,Egypt,2024-09-06,39,Delayed,British Airways,premium,British Airways
London,Casablanca,Morocco,2024-09-06,23,Delayed,Royal Air Maroc,premium,Royal Air Maroc
London,Dublin,Ireland,2024-09-06,36,Delayed,Aer Lingus,premium,Aer Lingus
London,Helsinki,Finland,2024-09-06,18,Delayed,Finnair,premium,Finnair
London,Warsaw,Poland,2024-09-06,28,Delayed,LOT Polish Airlines,premium,Lot Polish Airlines
London,Montreal,Canada,2024-09-06,90,Delayed,British Airways,premium,British Airways
London,Amman,Jordan,2024-09-06,39,Delayed,British Airways,premium,British Airways
London,Glasgow,United Kingdom,2024-09-06,99,Delayed,British Airways,premium,British Airways
London,Naples,Italy,2024-09-06,34,Delayed,British Airways,premium,British Airways
London,Amsterdam,Netherlands,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Dhaka,Bangladesh,2024-09-06,19,Delayed,Biman Bangladesh Airlines,premium,Biman Bangladesh Airlines
London,Hong Kong,Hong Kong,2024-09-06,37,Delayed,Cathay Pacific Airways,premium,Cathay Pacific Airways
London,Luxembourg,Luxembourg,2024-09-06,44,Delayed,British Airways,premium,British Airways
London,Manchester,United Kingdom,2024-09-06,14,Delayed,British Airways,premium,British Airways
London,New York,United States,2024-09-06,30,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,Nairobi,Kenya,2024-09-06,11,Delayed,Kenya Airways,premium,Kenya Airways
London,Cork,Ireland,2024-09-06,72,Delayed,Aer Lingus,premium,Aer Lingus
London,Frankfurt,Germany,2024-09-06,22,Delayed,Lufthansa,premium,Lufthansa
London,Istanbul,Turkey,2024-09-06,30,Delayed,Turkish Airlines,premium,Turkish Airlines
London,Newcastle,United Kingdom,2024-09-06,15,Delayed,British Airways,premium,British Airways
London,Edinburgh,United Kingdom,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Saint Helier,Jersey,2024-09-06,24,Delayed,British Airways,premium,British Airways
London,Larnaca,Cyprus,2024-09-06,51,Delayed,British Airways,premium,British Airways
London,Milan,Italy,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Duesseldorf,Germany,2024-09-06,35,Delayed,British Airways,premium,British Airways
London,Istanbul,Turkey,2024-09-06,23,Delayed,British Airways,premium,British Airways
London,Copenhagen,Denmark,2024-09-06,22,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
London,Cologne/Bonn,Germany,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Lisbon,Portugal,2024-09-06,29,Delayed,TAP Portugal,premium,Tap Portugal
London,Madrid,Spain,2024-09-06,20,Delayed,Iberia,premium,Iberia
London,Aberdeen,United Kingdom,2024-09-06,27,Delayed,British Airways,premium,British Airways
London,Dubai,United Arab Emirates,2024-09-06,26,Delayed,Emirates,premium,Emirates
London,Delhi,India,2024-09-06,99,Delayed,British Airways,premium,British Airways
London,Islamabad,Pakistan,2024-09-06,42,Delayed,British Airways,premium,British Airways
London,Dundee,United Kingdom,2024-09-06,83,Delayed,Loganair,budget,Loganair
London,Mumbai,India,2024-09-06,52,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,Tokyo,Japan,2024-09-06,18,Delayed,ANA,premium,Ana
London,Stuttgart,Germany,2024-09-06,13,Delayed,Eurowings,budget,Eurowings
London,Almaty,Kazakhstan,2024-09-06,29,Delayed,Air Astana,premium,Air Astana
London,Athens,Greece,2024-09-06,38,Delayed,Aegean Airlines,premium,Aegean Airlines
London,Hong Kong,Hong Kong,2024-09-06,36,Delayed,British Airways,premium,British Airways
London,Istanbul,Turkey,2024-09-06,15,Delayed,Turkish Airlines,premium,Turkish Airlines
London,New York,United States,2024-09-06,22,Delayed,British Airways,premium,British Airways
London,Johannesburg,South Africa,2024-09-06,26,Delayed,British Airways,premium,British Airways
London,Malta,Malta,2024-09-06,31,Delayed,KM Malta Airlines,premium,Km Malta Airlines
London,Madrid,Spain,2024-09-06,24,Delayed,Iberia,premium,Iberia
London,Munich,Germany,2024-09-06,95,Delayed,Lufthansa,premium,Lufthansa
London,Shannon,Ireland,2024-09-06,51,Delayed,Aer Lingus,premium,Aer Lingus
London,Venice,Italy,2024-09-06,101,Delayed,British Airways,premium,British Airways
London,Paris,France,2024-09-06,45,Delayed,British Airways,premium,British Airways
London,Amsterdam,Netherlands,2024-09-06,28,Delayed,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
London,Rome,Italy,2024-09-06,39,Delayed,British Airways,premium,British Airways
London,Geneva,Switzerland,2024-09-06,35,Delayed,Swiss International Airlines,premium,Swiss International Airlines
London,Hamburg,Germany,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Athens,Greece,2024-09-06,29,Delayed,British Airways,premium,British Airways
London,Belfast,United Kingdom,2024-09-06,67,Delayed,British Airways,premium,British Airways
London,Tokyo,Japan,2024-09-06,39,Delayed,Japan Airlines,premium,Japan Airlines
London,Inverness,United Kingdom,2024-09-06,42,Delayed,British Airways,premium,British Airways
London,Doha,Qatar,2024-09-06,43,Delayed,Qatar Airways,premium,Qatar Airways
London,Hamburg,Germany,2024-09-06,76,Delayed,Eurowings,budget,Eurowings
London,Vienna,Austria,2024-09-06,32,Delayed,British Airways,premium,British Airways
London,Barcelona,Spain,2024-09-06,61,Delayed,British Airways,premium,British Airways
London,Frankfurt,Germany,2024-09-06,53,Delayed,Lufthansa,premium,Lufthansa
London,Bucharest,Romania,2024-09-06,56,Delayed,British Airways,premium,British Airways
London,Vienna,Austria,2024-09-06,36,Delayed,Austrian,premium,Austrian
London,Oslo,Norway,2024-09-06,5,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
London,Amsterdam,Netherlands,2024-09-06,36,Delayed,British Airways,premium,British Airways
London,Dublin,Ireland,2024-09-06,58,Delayed,Aer Lingus,premium,Aer Lingus
London,Duesseldorf,Germany,2024-09-06,13,Delayed,Eurowings,budget,Eurowings
London,Seoul,South Korea,2024-09-06,46,Delayed,Korean Air,premium,Korean Air
London,Singapore,Singapore,2024-09-06,42,Delayed,British Airways,premium,British Airways
London,Berlin,Germany,2024-09-06,-331,Early,British Airways,premium,British Airways
London,Frankfurt,Germany,2024-09-06,30,Delayed,British Airways,premium,British Airways
London,Saint Helier,Jersey,2024-09-06,18,Delayed,British Airways,premium,British Airways
London,Paris,France,2024-09-06,27,Delayed,Air France,premium,Air France
London,Derry,United Kingdom,2024-09-06,40,Delayed,Loganair,budget,Loganair
London,Dubai,United Arab Emirates,2024-09-06,25,Delayed,Emirates,premium,Emirates
London,Lisbon,Portugal,2024-09-06,34,Delayed,TAP Portugal,premium,Tap Portugal
London,Stavanger,Norway,2024-09-06,15,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
London,New York,United States,2024-09-06,194,Delayed,American Airlines,premium,American Airlines
London,Taipei,Taiwan,2024-09-06,41,Delayed,China Airlines,premium,China Airlines
London,Cologne/Bonn,Germany,2024-09-06,34,Delayed,Eurowings,budget,Eurowings
London,Glasgow,United Kingdom,2024-09-06,96,Delayed,British Airways,premium,British Airways
London,Geneva,Switzerland,2024-09-06,57,Delayed,British Airways,premium,British Airways
London,Zagreb,Croatia,2024-09-06,97,Delayed,Croatia Airlines,premium,Croatia Airlines
London,Zurich,Switzerland,2024-09-06,44,Delayed,British Airways,premium,British Airways
London,Stockholm,Sweden,2024-09-06,26,Delayed,British Airways,premium,British Airways
London,Delhi,India,2024-09-06,34,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,New York,United States,2024-09-06,14,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,Zurich,Switzerland,2024-09-06,57,Delayed,Swiss International Airlines,premium,Swiss International Airlines
London,Boston,United States,2024-09-06,28,Delayed,British Airways,premium,British Airways
London,Dublin,Ireland,2024-09-06,42,Delayed,Aer Lingus,premium,Aer Lingus
London,Hong Kong,Hong Kong,2024-09-06,40,Delayed,Cathay Pacific Airways,premium,Cathay Pacific Airways
London,Madrid,Spain,2024-09-06,25,Delayed,Iberia,premium,Iberia
London,Mulhouse/Basel,France/Switzerland,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Lisbon,Portugal,2024-09-06,52,Delayed,British Airways,premium,British Airways
London,Toulouse,France,2024-09-06,54,Delayed,British Airways,premium,British Airways
London,Edinburgh,United Kingdom,2024-09-06,41,Delayed,British Airways,premium,British Airways
London,Goteborg,Sweden,2024-09-06,41,Delayed,British Airways,premium,British Airways
London,Munich,Germany,2024-09-06,66,Delayed,British Airways,premium,British Airways
London,Copenhagen,Denmark,2024-09-06,83,Delayed,British Airways,premium,British Airways
London,Munich,Germany,2024-09-06,58,Delayed,Lufthansa,premium,Lufthansa
London,Beijing,China,2024-09-06,22,Delayed,Air China,premium,Air China
London,Prague,Czech Republic,2024-09-06,80,Delayed,British Airways,premium,British Airways
London,Malta,Malta,2024-09-06,25,Delayed,KM Malta Airlines,premium,Km Malta Airlines
London,Copenhagen,Denmark,2024-09-06,24,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
London,Bologna,Italy,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Hannover,Germany,2024-09-06,52,Delayed,British Airways,premium,British Airways
London,Hong Kong,Hong Kong,2024-09-06,42,Delayed,British Airways,premium,British Airways
London,Nice,France,2024-09-06,0,Cancelled,British Airways,premium,British Airways
London,Singapore,Singapore,2024-09-06,38,Delayed,Singapore Airlines,premium,Singapore Airlines
London,Athens,Greece,2024-09-06,48,Delayed,British Airways,premium,British Airways
London,Dubai,United Arab Emirates,2024-09-06,24,Delayed,Emirates,premium,Emirates
London,Seoul,South Korea,2024-09-06,59,Delayed,Asiana Airlines,premium,Asiana Airlines
London,Milan,Italy,2024-09-06,67,Delayed,British Airways,premium,British Airways
London,Oslo,Norway,2024-09-06,13,Delayed,British Airways,premium,British Airways
London,Sydney,Australia,2024-09-06,30,Delayed,Qantas,premium,Qantas
London,Muscat,Oman,2024-09-06,31,Delayed,Oman Air,premium,Oman Air
London,Newcastle,United Kingdom,2024-09-06,60,Delayed,British Airways,premium,British Airways
London,Beijing,China,2024-09-06,41,Delayed,China Southern,premium,China Southern
London,Barcelona,Spain,2024-09-06,136,Delayed,Vueling,budget,Vueling
London,Amsterdam,Netherlands,2024-09-06,16,Delayed,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
London,Abu Dhabi,United Arab Emirates,2024-09-06,23,Delayed,Etihad Airways,premium,Etihad Airways
London,Paris,France,2024-09-06,56,Delayed,British Airways,premium,British Airways
London,Glasgow,United Kingdom,2024-09-06,27,Delayed,British Airways,premium,British Airways
London,Aberdeen,United Kingdom,2024-09-06,38,Delayed,British Airways,premium,British Airways
London,Addis Ababa,Ethiopia,2024-09-06,32,Delayed,Ethiopian Airlines,premium,Ethiopian Airlines
London,Dublin,Ireland,2024-09-06,29,Delayed,British Airways,premium,British Airways
London,Manchester,United Kingdom,2024-09-06,25,Delayed,British Airways,premium,British Airways
London,Stockholm,Sweden,2024-09-06,47,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
London,Dublin,Ireland,2024-09-06,58,Delayed,Aer Lingus,premium,Aer Lingus
London,Sydney,Australia,2024-09-06,31,Delayed,British Airways,premium,British Airways
London,Mumbai,India,2024-09-06,103,Delayed,British Airways,premium,British Airways
London,Venice,Italy,2024-09-06,65,Delayed,British Airways,premium,British Airways
London,Sao Paulo,Brazil,2024-09-06,20,Delayed,LATAM Airlines,premium,Latam Airlines
London,Kigali,Rwanda,2024-09-06,23,Delayed,RwandAir,premium,Rwandair
London,Sanya,China,2024-09-06,14,Delayed,China Eastern,premium,China Eastern
London,Bangkok,Thailand,2024-09-06,28,Delayed,Thai Airways,premium,Thai Airways
London,Johannesburg,South Africa,2024-09-06,34,Delayed,British Airways,premium,British Airways
London,Reykjavik,Iceland,2024-09-06,109,Delayed,Icelandair,premium,Icelandair
London,Mumbai,India,2024-09-06,32,Delayed,Air India,premium,Air India
London,Colombo,Sri Lanka,2024-09-06,26,Delayed,Sri Lankan Airlines,premium,Sri Lankan Airlines
London,Dubai,United Arab Emirates,2024-09-06,34,Delayed,British Airways,premium,British Airways
London,Edinburgh,United Kingdom,2024-09-06,59,Delayed,British Airways,premium,British Airways
London,Kuala Lumpur,Malaysia,2024-09-06,39,Delayed,Malaysia Airlines,premium,Malaysia Airlines
London,Taipei,Taiwan,2024-09-06,60,Delayed,EVA Air,premium,Eva Air
London,Budapest,Hungary,2024-09-06,52,Delayed,British Airways,premium,British Airways
London,Jeddah,Saudi Arabia,2024-09-06,16,Delayed,Saudia,premium,Saudia
London,Abu Dhabi,United Arab Emirates,2024-09-06,21,Delayed,Etihad Airways,premium,Etihad Airways
London,Doha,Qatar,2024-09-06,28,Delayed,Qatar Airways,premium,Qatar Airways
London,Buenos Aires,Argentina,2024-09-06,21,Delayed,British Airways,premium,British Airways
London,Beirut,Lebanon,2024-09-06,19,Delayed,MEA,premium,Mea
London,Glasgow,United Kingdom,2024-09-06,39,Delayed,British Airways,premium,British Airways
London,Manchester,United Kingdom,2024-09-06,22,Delayed,British Airways,premium,British Airways
London,Tianjin,China,2024-09-06,10,Delayed,Tianjin Airlines,budget,Tianjin Airlines
London,Haikou,China,2024-09-06,67,Delayed,Hainan Airlines,premium,Hainan Airlines
London,Bogota,Colombia,2024-09-06,24,Delayed,Avianca,premium,Avianca
London,Singapore,Singapore,2024-09-06,25,Delayed,Singapore Airlines,premium,Singapore Airlines
London,Shenzhen,China,2024-09-06,1,Delayed,Shenzhen Airlines,budget,Shenzhen Airlines
London,Qingdao,China,2024-09-06,21,Delayed,Beijing Capital Airlines,budget,Beijing Capital Airlines
London,Bahrain,Bahrain,2024-09-06,23,Delayed,Gulf Air,premium,Gulf Air
London,Cairo,Egypt,2024-09-06,36,Delayed,Egyptair,premium,Egyptair
London,Guangzhou,China,2024-09-06,5,Delayed,China Southern,premium,China Southern
London,Athens,Greece,2024-09-06,49,Delayed,Aegean Airlines,premium,Aegean Airlines
London,Dubai,United Arab Emirates,2024-09-06,33,Delayed,Emirates,premium,Emirates
London,Hong Kong,Hong Kong,2024-09-06,37,Delayed,Cathay Pacific Airways,premium,Cathay Pacific Airways
London,Johannesburg,South Africa,2024-09-06,10,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,Delhi,India,2024-09-06,35,Delayed,Vistara,premium,Vistara
London,Sao Paulo,Brazil,2024-09-06,31,Delayed,British Airways,premium,British Airways
London,Kuwait,Kuwait,2024-09-06,36,Delayed,British Airways,premium,British Airways
London,Abuja,Nigeria,2024-09-06,35,Delayed,British Airways,premium,British Airways
London,Cape Town,South Africa,2024-09-06,12,Delayed,British Airways,premium,British Airways
London,Dublin,Ireland,2024-09-06,22,Delayed,Aer Lingus,premium,Aer Lingus
London,Cork,Ireland,2024-09-06,48,Delayed,Aer Lingus,premium,Aer Lingus
London,Abu Dhabi,United Arab Emirates,2024-09-06,25,Delayed,British Airways,premium,British Airways
London,Istanbul,Turkey,2024-09-06,41,Delayed,Turkish Airlines,premium,Turkish Airlines
London,Lagos,Nigeria,2024-09-06,32,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,Mexico City,Mexico,2024-09-06,24,Delayed,Aeromexico,premium,Aeromexico
London,Beijing,China,2024-09-06,17,Delayed,Air China,premium,Air China
London,Lisbon,Portugal,2024-09-07,36,Delayed,TAP Portugal,premium,Tap Portugal
London,Vienna,Austria,2024-09-07,20,Delayed,Austrian,premium,Austrian
London,Zurich,Switzerland,2024-09-07,23,Delayed,Swiss International Airlines,premium,Swiss International Airlines
London,Nice,France,2024-09-07,20,Delayed,British Airways,premium,British Airways
London,Malaga,Spain,2024-09-07,24,Delayed,British Airways,premium,British Airways
London,Athens,Greece,2024-09-07,27,Delayed,British Airways,premium,British Airways
London,Geneva,Switzerland,2024-09-07,29,Delayed,British Airways,premium,British Airways
London,Barcelona,Spain,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Paris,France,2024-09-07,17,Delayed,Air France,premium,Air France
London,Istanbul,Turkey,2024-09-07,20,Delayed,British Airways,premium,British Airways
London,Kos,Greece,2024-09-07,26,Delayed,British Airways,premium,British Airways
London,Kerkyra,Greece,2024-09-07,28,Delayed,British Airways,premium,British Airways
London,Amsterdam,Netherlands,2024-09-07,18,Delayed,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
London,Frankfurt,Germany,2024-09-07,15,Delayed,Lufthansa,premium,Lufthansa
London,Gibraltar,United Kingdom,2024-09-07,14,Delayed,British Airways,premium,British Airways
London,Mykonos,Greece,2024-09-07,21,Delayed,British Airways,premium,British Airways
London,Warsaw,Poland,2024-09-07,26,Delayed,LOT Polish Airlines,premium,Lot Polish Airlines
London,Copenhagen,Denmark,2024-09-07,24,Delayed,British Airways,premium,British Airways
London,Istanbul,Turkey,2024-09-07,22,Delayed,Turkish Airlines,premium,Turkish Airlines
London,Pisa,Italy,2024-09-07,25,Delayed,British Airways,premium,British Airways
London,Rome,Italy,2024-09-07,23,Delayed,British Airways,premium,British Airways
London,Naples,Italy,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Stockholm,Sweden,2024-09-07,14,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
London,Copenhagen,Denmark,2024-09-07,10,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
London,Tel Aviv-Yafo,Israel,2024-09-07,32,Delayed,British Airways,premium,British Airways
London,Brussels,Belgium,2024-09-07,50,Delayed,Brussels Airlines,premium,Brussels Airlines
London,Munich,Germany,2024-09-07,22,Delayed,Lufthansa,premium,Lufthansa
London,Cologne/Bonn,Germany,2024-09-07,10,Delayed,British Airways,premium,British Airways
London,Geneva,Switzerland,2024-09-07,13,Delayed,Swiss International Airlines,premium,Swiss International Airlines
London,Larnaca,Cyprus,2024-09-07,23,Delayed,British Airways,premium,British Airways
London,Ljubljana,Slovenia,2024-09-07,8,Delayed,British Airways,premium,British Airways
London,Marseille,France,2024-09-07,53,Delayed,British Airways,premium,British Airways
London,Dublin,Ireland,2024-09-07,22,Delayed,British Airways,premium,British Airways
London,Palermo,Italy,2024-09-07,20,Delayed,British Airways,premium,British Airways
London,Pula,Croatia,2024-09-07,23,Delayed,British Airways,premium,British Airways
London,Toulouse,France,2024-09-07,36,Delayed,British Airways,premium,British Airways
London,Valencia,Spain,2024-09-07,14,Delayed,British Airways,premium,British Airways
London,Chania,Greece,2024-09-07,41,Delayed,British Airways,premium,British Airways
London,Milan,Italy,2024-09-07,37,Delayed,British Airways,premium,British Airways
London,Paris,France,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Reykjavik,Iceland,2024-09-07,11,Delayed,British Airways,premium,British Airways
London,Prague,Czech Republic,2024-09-07,17,Delayed,British Airways,premium,British Airways
London,Split,Croatia,2024-09-07,22,Delayed,British Airways,premium,British Airways
London,Malaga,Spain,2024-09-07,40,Delayed,British Airways,premium,British Airways
London,Budapest,Hungary,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Lisbon,Portugal,2024-09-07,19,Delayed,British Airways,premium,British Airways
London,Nice,France,2024-09-07,38,Delayed,British Airways,premium,British Airways
London,Florence,Italy,2024-09-07,25,Delayed,British Airways,premium,British Airways
London,Amsterdam,Netherlands,2024-09-07,16,Delayed,British Airways,premium,British Airways
London,Dalaman,Turkey,2024-09-07,32,Delayed,British Airways,premium,British Airways
London,Munich,Germany,2024-09-07,21,Delayed,Lufthansa,premium,Lufthansa
London,Tenerife,Spain,2024-09-07,37,Delayed,British Airways,premium,British Airways
London,New York,United States,2024-09-07,5,Delayed,JetBlue,budget,Jetblue
London,Frankfurt,Germany,2024-09-07,25,Delayed,Lufthansa,premium,Lufthansa
London,Helsinki,Finland,2024-09-07,24,Delayed,Finnair,premium,Finnair
London,Izmir,Turkey,2024-09-07,35,Delayed,British Airways,premium,British Airways
London,Stockholm,Sweden,2024-09-07,21,Delayed,British Airways,premium,British Airways
London,Belfast,United Kingdom,2024-09-07,24,Delayed,British Airways,premium,British Airways
London,Aberdeen,United Kingdom,2024-09-07,21,Delayed,British Airways,premium,British Airways
London,Barcelona,Spain,2024-09-07,32,Delayed,British Airways,premium,British Airways
London,Brindisi,Italy,2024-09-07,26,Delayed,British Airways,premium,British Airways
London,Dublin,Ireland,2024-09-07,9,Delayed,Aer Lingus,premium,Aer Lingus
London,Saint Helier,Jersey,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Lyon,France,2024-09-07,19,Delayed,British Airways,premium,British Airways
London,Brussels,Belgium,2024-09-07,51,Delayed,Brussels Airlines,premium,Brussels Airlines
London,Athens,Greece,2024-09-07,42,Delayed,British Airways,premium,British Airways
London,Brussels,Belgium,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Gibraltar,United Kingdom,2024-09-07,15,Delayed,British Airways,premium,British Airways
London,New York,United States,2024-09-07,8,Delayed,United Airlines,premium,United Airlines
London,Rome,Italy,2024-09-07,132,Delayed,British Airways,premium,British Airways
London,Lisbon,Portugal,2024-09-07,48,Delayed,TAP Portugal,premium,Tap Portugal
London,Newcastle,United Kingdom,2024-09-07,17,Delayed,British Airways,premium,British Airways
London,Duesseldorf,Germany,2024-09-07,55,Delayed,Eurowings,budget,Eurowings
London,Rhodes,Greece,2024-09-07,21,Delayed,British Airways,premium,British Airways
London,Montego Bay,Jamaica,2024-09-07,70,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,Dallas,United States,2024-09-07,170,Delayed,American Airlines,premium,American Airlines
London,Florence,Italy,2024-09-07,10,Delayed,British Airways,premium,British Airways
London,Glasgow,United Kingdom,2024-09-07,21,Delayed,British Airways,premium,British Airways
London,Palma de Mallorca,Spain,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Dubrovnik,Croatia,2024-09-07,31,Delayed,British Airways,premium,British Airways
London,Dublin,Ireland,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Stuttgart,Germany,2024-09-07,51,Delayed,British Airways,premium,British Airways
London,Amsterdam,Netherlands,2024-09-07,27,Delayed,British Airways,premium,British Airways
London,Geneva,Switzerland,2024-09-07,20,Delayed,British Airways,premium,British Airways
London,New York,United States,2024-09-07,24,Delayed,British Airways,premium,British Airways
London,New York,United States,2024-09-07,9,Delayed,Virgin Atlantic,premium,Virgin Atlantic
London,Doha,Qatar,2024-09-07,39,Delayed,Qatar Airways,premium,Qatar Airways
London,Venice,Italy,2024-09-07,63,Delayed,British Airways,premium,British Airways
London,Boston,United States,2024-09-07,14,Delayed,JetBlue,budget,Jetblue
London,Mulhouse/Basel,France/Switzerland,2024-09-07,39,Delayed,British Airways,premium,British Airways
London,Frankfurt,Germany,2024-09-07,65,Delayed,Lufthansa,premium,Lufthansa
London,Chicago,United States,2024-09-07,20,Delayed,United Airlines,premium,United Airlines
London,Toronto,Canada,2024-09-07,24,Delayed,Air Canada,premium,Air Canada
London,Athens,Greece,2024-09-07,17,Delayed,British Airways,premium,British Airways
London,Amsterdam,Netherlands,2024-09-07,49,Delayed,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
London,Inverness,United Kingdom,2024-09-07,16,Delayed,British Airways,premium,British Airways
London,Munich,Germany,2024-09-07,52,Delayed,British Airways,premium,British Airways
London,Chicago,United States,2024-09-07,13,Delayed,American Airlines,premium,American Airlines
London,Zurich,Switzerland,2024-09-07,30,Delayed,Swiss International Airlines,premium,Swiss International Airlines
London,Berlin,Germany,2024-09-07,36,Delayed,British Airways,premium,British Airways
London,Hamburg,Germany,2024-09-07,40,Delayed,Eurowings,budget,Eurowings
London,Heraklion,Greece,2024-09-07,16,Delayed,British Airways,premium,British Airways
London,Manchester,United Kingdom,2024-09-07,17,Delayed,British Airways,premium,British Airways
London,Derry,United Kingdom,2024-09-07,22,Delayed,Loganair,budget,Loganair
London,Cologne/Bonn,Germany,2024-09-07,32,Delayed,Eurowings,budget,Eurowings
London,Dublin,Ireland,2024-09-07,111,Delayed,Aer Lingus,premium,Aer Lingus
London,Edinburgh,United Kingdom,2024-09-07,21,Delayed,British Airways,premium,British Airways
London,Geneva,Switzerland,2024-09-07,47,Delayed,Swiss International Airlines,premium,Swiss International Airlines
London,Nice,France,2024-09-07,23,Delayed,Air France,premium,Air France
London,Sofia,Bulgaria,2024-09-07,58,Delayed,Bulgaria Air,premium,Bulgaria Air
London,Paris,France,2024-09-07,26,Delayed,Air France,premium,Air France
London,Doha,Qatar,2024-09-07,19,Delayed,Qatar Airways,premium,Qatar Airways
London,Munich,Germany,2024-09-07,45,Delayed,Lufthansa,premium,Lufthansa
London,Dubai,United Arab Emirates,2024-09-07,91,Delayed,Emirates,premium,Emirates
London,Glasgow,United Kingdom,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Thira,Greece,2024-09-07,39,Delayed,British Airways,premium,British Airways
London,Milan,Italy,2024-09-07,74,Delayed,British Airways,premium,British Airways
London,Vienna,Austria,2024-09-07,62,Delayed,Austrian,premium,Austrian
London,Tokyo,Japan,2024-09-07,37,Delayed,British Airways,premium,British Airways
London,Stuttgart,Germany,2024-09-07,66,Delayed,Eurowings,budget,Eurowings
London,Budapest,Hungary,2024-09-07,20,Delayed,British Airways,premium,British Airways
London,Charlotte,United States,2024-09-07,15,Delayed,American Airlines,premium,American Airlines
London,Madrid,Spain,2024-09-07,114,Delayed,Iberia,premium,Iberia
London,Minneapolis/Saint Paul,United States,2024-09-07,3,Delayed,Delta Air Lines,premium,Delta Air Lines
London,Cork,Ireland,2024-09-07,63,Delayed,Aer Lingus,premium,Aer Lingus
London,Istanbul,Turkey,2024-09-07,30,Delayed,British Airways,premium,British Airways
London,Malaga,Spain,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Funchal,Portugal,2024-09-07,27,Delayed,British Airways,premium,British Airways
London,Houston,United States,2024-09-07,23,Delayed,British Airways,premium,British Airways
London,Marseille,France,2024-09-07,0,Cancelled,British Airways,premium,British Airways
London,Singapore,Singapore,2024-09-07,49,Delayed,Singapore Airlines,premium,Singapore Airlines
London,Thessaloniki,Greece,2024-09-07,33,Delayed,British Airways,premium,British Airways
London,Abu Dhabi,United Arab Emirates,2024-09-07,56,Delayed,Etihad Airways,premium,Etihad Airways
London,New York,United States,2024-09-07,27,Delayed,United Airlines,premium,United Airlines
London,Frankfurt,Germany,2024-09-07,84,Delayed,Lufthansa,premium,Lufthansa
London,Raleigh/Durham,United States,2024-09-07,282,Delayed,American Airlines,premium,American Airlines
London,Montreal,Canada,2024-09-07,16,Delayed,Air Canada,premium,Air Canada
London,Cairo,Egypt,2024-09-07,65,Delayed,British Airways,premium,British Airways
London,Olbia,Italy,2024-09-07,67,Delayed,British Airways,premium,British Airways
London,Philadelphia,United States,2024-09-07,20,Delayed,American Airlines,premium,American Airlines
London,Boston,United States,2024-09-07,0,On Time,Delta Air Lines,premium,Delta Air Lines
London,Cairo,Egypt,2024-09-07,108,Delayed,Egyptair,premium,Egyptair
London,Boston,United States,2024-09-07,16,Delayed,American Airlines,premium,American Airlines
London,Delhi,India,2024-09-07,43,Delayed,Air India,premium,Air India
London,Heraklion,Greece,2024-09-07,36,Delayed,British Airways,premium,British Airways
London,Nairobi,Kenya,2024-09-07,24,Delayed,British Airways,premium,British Airways
London,Mumbai,India,2024-09-07,41,Delayed,British Airways,premium,British Airways
London,Dublin,Ireland,2024-09-07,90,Delayed,Aer Lingus,premium,Aer Lingus
London,Seattle,United States,2024-09-07,40,Delayed,British Airways,premium,British Airways
London,Shannon,Ireland,2024-09-07,97,Delayed,Aer Lingus,premium,Aer Lingus
